customerID,tenure_group,charge_tier,MonthlyCharges,TotalCharges,tenure,Contract,PaymentMethod,churn_label
2867-UIMSS,new,high,80.5,80.5,1,Month-to-month,Electronic check,1
8495-PRWFH,loyal,medium,55.65,2421.75,42,Month-to-month,Electronic check,0
0439-IFYUN,mid,high,74.7,1294.6,18,Month-to-month,Electronic check,0
5716-LIBJC,mid,high,104.15,1299.1,13,One year,Credit card (automatic),0
2868-LLSKM,loyal,high,83.65,5733.4,68,One year,Bank transfer (automatic),0
8111-RKSPX,new,high,72.2,305.55,4,Month-to-month,Bank transfer (automatic),1
2988-QRAJY,loyal,high,110.05,7430.75,69,Two year,Credit card (automatic),0
1585-MQSSU,mid,medium,51.5,900.5,17,Month-to-month,Mailed check,1
0071-NDAFP,mid,low,25.5,630.6,25,Two year,Credit card (automatic),0
2856-NNASM,loyal,high,89.55,3856.75,43,Month-to-month,Mailed check,1
7328-ZJAJO,loyal,low,19.5,1222.65,59,Two year,Credit card (automatic),0
6458-CYIDZ,new,high,80.7,374.8,5,Month-to-month,Electronic check,0
8559-CIZFV,mid,high,77.5,1625.0,21,One year,Mailed check,1
1090-PYKCI,loyal,high,105.1,7234.8,69,One year,Credit card (automatic),0
3058-WQDRE,mid,low,25.15,331.85,13,Month-to-month,Bank transfer (automatic),0
7547-EKNFS,loyal,high,95.25,3959.35,42,Month-to-month,Bank transfer (automatic),1
2279-AXJJK,loyal,high,95.65,5088.4,52,Month-to-month,Credit card (automatic),0
6769-DYBQN,loyal,high,85.0,3969.4,46,Month-to-month,Electronic check,1
0909-SELIE,loyal,high,80.8,4860.85,61,Two year,Bank transfer (automatic),0
3417-TSCIC,mid,low,24.85,788.05,29,One year,Mailed check,0
1042-HFUCW,mid,medium,54.75,1266.35,25,One year,Credit card (automatic),0
4439-JMPMT,new,high,85.75,470.95,5,Month-to-month,Electronic check,1
6537-OTKMY,mid,medium,50.75,688.2,15,One year,Electronic check,0
8999-EXMNO,mid,low,20.15,387.7,19,Two year,Mailed check,0
6725-TPKJO,loyal,low,20.05,845.25,44,Two year,Mailed check,0
2446-BEGGB,new,high,98.25,560.6,6,Month-to-month,Electronic check,1
7162-WPHPM,loyal,high,71.6,4230.25,58,Two year,Credit card (automatic),0
1599-MMYRQ,loyal,high,81.45,4983.05,62,One year,Credit card (automatic),0
8821-KVZKQ,loyal,medium,58.4,4113.15,70,One year,Bank transfer (automatic),0
1496-GGSUK,new,low,25.7,25.7,1,Month-to-month,Mailed check,1
6434-TTGJP,new,medium,53.7,521.0,10,Two year,Credit card (automatic),0
0042-JVWOJ,mid,low,19.6,471.85,26,One year,Bank transfer (automatic),0
0130-SXOUN,loyal,high,89.4,5976.9,66,Month-to-month,Credit card (automatic),0
2575-GFSOE,new,high,69.0,506.9,7,Month-to-month,Electronic check,1
2330-PQGDQ,loyal,high,84.2,4299.75,51,One year,Bank transfer (automatic),0
1452-UZOSF,loyal,high,106.1,7548.6,72,Two year,Credit card (automatic),0
2097-YVPKN,loyal,low,25.75,1654.75,65,Two year,Mailed check,0
2842-JTCCU,new,medium,46.05,80.35,2,Month-to-month,Bank transfer (automatic),1
8597-CTXVJ,loyal,medium,64.95,4551.5,70,One year,Bank transfer (automatic),0
6631-HMANX,loyal,high,85.45,6227.5,72,Two year,Credit card (automatic),0
9962-BFPDU,new,low,20.05,20.05,1,Month-to-month,Mailed check,0
3296-SILRA,new,high,76.4,76.4,1,Month-to-month,Mailed check,1
9681-OXGVC,new,high,100.5,514.0,5,Month-to-month,Electronic check,1
6394-HHHZM,new,low,20.7,57.5,3,Month-to-month,Mailed check,0
5995-LFTLE,loyal,low,25.3,1474.35,58,Two year,Credit card (automatic),0
5180-UCIIQ,mid,medium,40.05,880.2,22,Month-to-month,Mailed check,1
1932-UEDCX,mid,high,100.6,3270.25,33,Month-to-month,Bank transfer (automatic),0
7153-OANIO,new,high,69.95,69.95,1,Month-to-month,Electronic check,1
5188-HGMLP,loyal,high,74.0,3919.15,54,Month-to-month,Bank transfer (automatic),0
0665-XHDJU,loyal,high,99.4,7285.7,72,Two year,Electronic check,0
6521-YYTYI,new,high,93.3,93.3,1,Month-to-month,Electronic check,1
8878-HMWBV,new,medium,49.15,169.05,3,Month-to-month,Electronic check,1
8265-HKSOW,loyal,high,107.45,7658.3,72,Two year,Credit card (automatic),0
3544-FBCAS,loyal,high,83.6,5959.3,72,Two year,Credit card (automatic),0
5331-RGMTT,loyal,high,99.05,5295.7,54,Month-to-month,Credit card (automatic),0
4759-PXTAN,loyal,high,80.1,4693.2,59,One year,Electronic check,0
7054-DMVAS,loyal,high,65.3,3512.9,54,Two year,Bank transfer (automatic),0
3428-MMGUB,loyal,high,89.55,5231.2,60,Two year,Electronic check,0
6549-BTYPG,loyal,medium,60.8,3603.45,60,Two year,Credit card (automatic),0
7823-JSOAG,new,high,74.5,217.45,3,Month-to-month,Electronic check,0
3705-RHRFR,loyal,high,99.15,6875.35,69,Two year,Bank transfer (automatic),0
9374-YOLBJ,new,low,19.25,19.25,1,Month-to-month,Electronic check,0
9074-KGVOX,loyal,medium,39.45,2021.35,50,Month-to-month,Credit card (automatic),0
6128-DAFVY,loyal,medium,44.85,2564.95,56,Month-to-month,Credit card (automatic),0
9933-QRGTX,loyal,high,97.2,5611.75,60,Two year,Electronic check,0
4476-OSWTN,loyal,high,110.55,7610.1,69,One year,Mailed check,0
3751-KTZEL,new,medium,35.05,35.05,1,Month-to-month,Mailed check,1
1977-STDKI,new,high,73.0,73.0,1,Month-to-month,Electronic check,1
5066-GFJMM,new,low,19.9,45.75,3,Month-to-month,Mailed check,0
2661-GKBTK,loyal,high,76.95,4543.95,60,Two year,Bank transfer (automatic),0
0458-HEUZG,mid,medium,35.4,450.4,13,Two year,Mailed check,0
7268-WNTCP,loyal,low,20.45,1297.35,62,Two year,Bank transfer (automatic),0
0824-VWDPO,loyal,high,96.75,4442.75,45,One year,Bank transfer (automatic),0
8409-WQJUX,mid,medium,54.2,1423.15,25,One year,Electronic check,0
2578-JQPHZ,loyal,high,100.1,4378.35,44,Two year,Bank transfer (automatic),0
3278-FSIXX,new,medium,45.25,74.2,2,Month-to-month,Mailed check,0
5813-UECBU,mid,high,83.85,2716.3,33,Month-to-month,Credit card (automatic),1
0328-GRPMV,new,high,70.1,70.1,1,Month-to-month,Electronic check,1
9746-UGFAC,mid,low,20.85,450.65,22,One year,Bank transfer (automatic),0
2946-KIQSP,mid,low,33.45,1175.85,35,Month-to-month,Mailed check,0
0625-AFOHS,mid,low,20.2,558.8,29,Two year,Mailed check,0
6726-WEXXK,mid,high,85.9,2220.1,27,One year,Electronic check,0
4636-OLWOE,loyal,medium,61.0,3283.05,54,One year,Electronic check,0
4342-HENTK,new,high,70.65,142.35,2,Month-to-month,Electronic check,1
4685-ERGHK,loyal,high,86.9,4939.25,57,One year,Electronic check,0
0885-HMGPY,loyal,high,69.4,4237.5,62,Two year,Bank transfer (automatic),0
5003-OKNNK,mid,low,20.35,335.95,15,One year,Credit card (automatic),0
4195-SMMNX,new,low,20.35,33.2,2,Month-to-month,Mailed check,1
7208-PSIHR,loyal,high,104.3,7188.5,70,Two year,Bank transfer (automatic),0
4012-ZTHBR,mid,medium,44.95,926.25,21,Month-to-month,Electronic check,0
0489-WMEMG,mid,medium,49.45,1119.35,23,One year,Electronic check,0
7435-ZNUYY,new,low,20.6,116.6,6,One year,Mailed check,0
1354-YZFNB,new,low,19.55,68.8,4,Two year,Credit card (automatic),0
6956-SMUCM,new,high,99.0,287.4,3,Month-to-month,Credit card (automatic),1
2985-FMWYF,mid,high,93.5,2341.55,23,Month-to-month,Electronic check,0
2812-ENYMO,mid,medium,54.55,1362.85,26,One year,Credit card (automatic),0
2717-HVIZY,new,low,20.05,163.6,8,Month-to-month,Mailed check,0
3223-WZWJM,mid,high,83.95,2254.2,26,Month-to-month,Electronic check,1
3422-GALYP,new,high,79.45,145.15,2,Month-to-month,Electronic check,0
9053-JZFKV,loyal,high,116.2,7752.3,67,Two year,Credit card (automatic),1
2530-ENDWQ,loyal,high,93.7,6585.35,71,Two year,Bank transfer (automatic),1
2890-WFBHU,loyal,high,79.85,4786.1,59,One year,Credit card (automatic),0
0327-WFZSY,loyal,high,100.0,3835.55,39,One year,Electronic check,0
7977-HXJKU,mid,low,19.6,397.0,21,Two year,Mailed check,0
6615-ZGEDR,new,low,19.7,19.7,1,Month-to-month,Mailed check,1
7033-CLAMM,loyal,low,20.2,1027.25,48,Two year,Bank transfer (automatic),0
4023-RTIQM,mid,medium,50.4,1580.1,31,One year,Credit card (automatic),0
0864-FVJNJ,loyal,high,113.35,7222.75,64,One year,Electronic check,0
7356-IWLFW,loyal,high,80.0,3769.7,46,Month-to-month,Bank transfer (automatic),0
9541-PWTWO,loyal,high,80.95,4233.95,52,Two year,Bank transfer (automatic),0
3967-VQOGC,loyal,low,24.9,1680.25,67,Two year,Mailed check,0
7872-RDDLZ,loyal,medium,54.9,3725.5,67,Month-to-month,Electronic check,0
9250-WYPLL,new,high,75.55,413.65,5,Month-to-month,Electronic check,1
6308-CQRBU,loyal,high,109.25,7707.7,71,Two year,Electronic check,0
2754-XBHTB,new,high,77.65,714.15,9,Month-to-month,Bank transfer (automatic),1
1597-LHYNC,mid,high,95.0,2497.2,26,Month-to-month,Electronic check,1
0186-CAERR,loyal,high,116.3,8309.55,71,One year,Bank transfer (automatic),0
3043-SUDUA,mid,low,19.9,601.55,32,Month-to-month,Bank transfer (automatic),0
5442-BHQNG,new,high,70.35,139.25,2,Month-to-month,Electronic check,0
2169-RRLFW,loyal,low,25.6,1888.25,71,Two year,Credit card (automatic),0
5872-OEQNH,loyal,medium,44.45,2773.9,60,One year,Electronic check,0
3162-KKZXO,loyal,high,100.15,5409.75,55,One year,Electronic check,0
7055-VKGDA,loyal,high,105.4,5643.4,54,One year,Credit card (automatic),1
0754-UKWQP,new,high,95.85,197.7,2,Month-to-month,Electronic check,1
8873-GLDMH,new,high,73.85,401.3,6,Month-to-month,Mailed check,0
5696-JVVQY,loyal,high,70.1,3238.4,48,Two year,Credit card (automatic),0
8946-BFWSG,loyal,low,25.25,1573.05,63,Two year,Mailed check,0
7493-TPUWZ,new,high,79.15,79.15,1,Month-to-month,Electronic check,1
0547-HURJB,new,low,21.05,235.8,12,Month-to-month,Credit card (automatic),0
8904-OPDCK,loyal,low,24.95,1364.75,54,Month-to-month,Bank transfer (automatic),0
8845-LWKGE,mid,medium,64.5,1985.15,30,One year,Electronic check,0
1577-HKTFG,mid,low,19.65,655.85,30,Month-to-month,Bank transfer (automatic),1
8752-STIVR,new,high,79.0,303.15,4,Month-to-month,Electronic check,1
0691-NIKRI,loyal,high,105.95,4335.2,40,One year,Credit card (automatic),0
5022-JNQEQ,new,high,75.85,647.5,9,Month-to-month,Electronic check,0
4558-FANTW,mid,high,91.85,1574.45,17,Month-to-month,Electronic check,1
3249-VHRIP,loyal,medium,43.6,2748.7,62,Two year,Credit card (automatic),0
3736-BLEPA,mid,high,91.25,2483.65,28,One year,Bank transfer (automatic),0
4701-LKOZD,loyal,high,89.75,6367.2,70,Two year,Credit card (automatic),0
6603-QWSPR,loyal,high,104.4,4904.2,46,Two year,Bank transfer (automatic),0
9921-QFQUL,mid,high,90.15,2044.95,23,Month-to-month,Mailed check,0
1929-ZCBHE,loyal,medium,40.3,1794.8,47,One year,Electronic check,0
4378-MYPGO,loyal,high,105.25,7173.15,68,Two year,Bank transfer (automatic),0
8651-ENBZX,loyal,high,106.0,6441.4,60,One year,Electronic check,1
4129-LYCOI,loyal,high,104.0,7039.05,67,Two year,Electronic check,0
7798-JVXYM,mid,high,69.65,921.4,14,Month-to-month,Electronic check,0
8647-SDTWQ,loyal,high,74.3,4018.35,57,Month-to-month,Electronic check,0
2696-ECXKC,loyal,high,100.9,5448.6,55,One year,Mailed check,0
2081-KJSQF,new,low,20.25,20.25,1,Month-to-month,Mailed check,0
7623-TRNQN,new,medium,49.9,49.9,1,Month-to-month,Mailed check,1
3323-CPBWR,mid,high,96.9,2085.45,23,Month-to-month,Credit card (automatic),0
9330-IJWIO,mid,high,100.35,1358.85,13,Month-to-month,Electronic check,1
3384-CTMSF,loyal,high,104.1,5135.15,47,Month-to-month,Electronic check,0
0902-RFHOF,loyal,low,20.1,730.1,38,One year,Mailed check,0
9286-DOJGF,loyal,high,74.95,2869.85,38,Month-to-month,Bank transfer (automatic),1
6048-QBXKL,new,medium,56.55,118.25,2,Month-to-month,Credit card (automatic),0
9661-MHUMO,new,medium,49.25,49.25,1,Month-to-month,Credit card (automatic),1
7718-RXDGG,mid,high,68.6,1108.6,15,Month-to-month,Bank transfer (automatic),0
1025-FALIX,mid,high,69.05,1815.65,26,Month-to-month,Credit card (automatic),0
3451-VAWLI,mid,low,19.7,730.4,35,Two year,Credit card (automatic),0
3407-QGWLG,new,low,20.05,75.45,3,Month-to-month,Mailed check,0
1842-EZJMK,loyal,high,103.7,5071.05,50,Month-to-month,Electronic check,1
2347-WKKAE,loyal,high,94.4,4014.6,42,Month-to-month,Electronic check,0
8735-DCXNF,new,medium,54.95,568.85,10,Month-to-month,Credit card (automatic),0
3214-IYUUQ,loyal,high,93.7,5860.7,61,One year,Bank transfer (automatic),0
1936-UAFEH,loyal,high,110.25,7279.35,68,Two year,Credit card (automatic),0
3587-PMCOY,new,high,98.9,1064.95,10,One year,Electronic check,0
8079-XRJRS,loyal,high,89.75,5769.6,65,One year,Electronic check,1
1027-LKKQQ,loyal,high,80.45,5886.85,72,Two year,Bank transfer (automatic),0
7148-XZPHA,loyal,high,79.4,4238.45,55,Month-to-month,Electronic check,0
8073-IJDCM,new,low,20.3,20.3,1,Month-to-month,Mailed check,1
5309-TAIKL,new,medium,62.8,418.3,7,Month-to-month,Bank transfer (automatic),0
6856-RAURS,new,high,74.9,136.05,2,Month-to-month,Mailed check,0
8778-LMWTJ,new,high,74.85,708.2,9,Month-to-month,Electronic check,0
9717-IOAAF,mid,low,25.85,788.55,27,Two year,Credit card (automatic),0
8884-ADFVN,new,high,101.95,700.85,7,Month-to-month,Electronic check,1
2845-KDHVX,loyal,high,68.3,4378.8,64,Two year,Mailed check,0
0848-SOMKO,loyal,medium,48.4,3442.8,70,Two year,Bank transfer (automatic),0
2720-WGKHP,new,high,94.0,181.7,2,Month-to-month,Electronic check,1
6734-FQAJX,loyal,high,105.05,7171.7,67,Two year,Electronic check,0
2869-ADAWR,loyal,high,89.3,4016.85,45,Month-to-month,Credit card (automatic),1
1535-VTJOQ,mid,low,25.15,553.0,24,Two year,Credit card (automatic),0
6368-TZZDT,new,low,19.5,96.85,4,Two year,Credit card (automatic),0
0943-ZQPXH,loyal,high,92.95,4122.9,44,Month-to-month,Bank transfer (automatic),0
1293-BSEUN,loyal,low,20.7,1482.3,72,Two year,Mailed check,0
9894-EZEWG,new,high,74.3,74.3,1,Month-to-month,Credit card (automatic),1
1302-TPUBN,loyal,low,19.35,1240.8,66,Two year,Bank transfer (automatic),0
7851-FLGGQ,new,medium,44.65,44.65,1,Month-to-month,Mailed check,1
0637-UBJRP,mid,high,84.05,1095.3,13,Month-to-month,Electronic check,1
0940-OUQEC,new,high,80.7,788.8,10,Month-to-month,Bank transfer (automatic),1
2378-VTKDH,loyal,high,104.35,6578.55,65,Month-to-month,Electronic check,0
0927-CNGRH,new,low,19.55,19.55,1,Month-to-month,Mailed check,0
8608-OZTLB,loyal,high,74.05,2802.3,38,One year,Electronic check,0
2335-GSODA,mid,medium,40.1,857.75,23,Two year,Mailed check,0
1952-DVVSW,new,low,20.1,184.4,10,One year,Mailed check,0
0702-PGIBZ,new,high,101.7,364.55,4,Month-to-month,Electronic check,1
6656-GULJQ,loyal,high,83.55,6093.3,72,Two year,Credit card (automatic),0
9853-JFZDU,mid,medium,56.85,1861.1,35,Month-to-month,Electronic check,0
1963-VAUKV,new,low,20.4,20.4,1,Month-to-month,Mailed check,1
3777-XROBG,loyal,low,19.55,1079.65,58,Two year,Credit card (automatic),0
6994-FGRHH,loyal,high,106.15,7475.1,70,One year,Electronic check,0
4000-VGMQP,loyal,high,78.95,2862.55,38,One year,Credit card (automatic),0
3999-WRNGR,loyal,medium,49.75,3069.45,60,Month-to-month,Electronic check,0
3466-RITXD,mid,high,92.4,2349.8,26,Month-to-month,Credit card (automatic),0
2680-XKKNJ,new,medium,58.2,469.25,8,One year,Bank transfer (automatic),0
3058-HJCUY,loyal,high,102.6,4213.35,41,One year,Electronic check,1
2974-GGUXS,mid,high,91.95,3301.05,36,Month-to-month,Credit card (automatic),0
7994-XIRTR,loyal,high,65.25,3529.95,54,One year,Bank transfer (automatic),0
3259-FDWOY,loyal,high,106.0,7723.7,71,Two year,Bank transfer (automatic),1
2101-RANCD,loyal,high,73.1,4144.9,55,Month-to-month,Electronic check,0
7921-BEPCI,loyal,medium,59.75,4265.0,72,Two year,Bank transfer (automatic),0
0807-ZABDG,new,medium,55.1,154.65,3,Month-to-month,Mailed check,1
8510-TMWYB,loyal,medium,59.8,3246.45,54,Two year,Bank transfer (automatic),0
3258-ZKPAI,loyal,high,116.6,8337.45,72,Two year,Bank transfer (automatic),0
1428-IEDPR,loyal,high,109.3,5731.4,52,Two year,Electronic check,0
5298-GSTLM,loyal,high,101.4,6176.6,60,One year,Bank transfer (automatic),0
4450-YOOHP,loyal,medium,50.65,1905.4,39,Month-to-month,Credit card (automatic),0
6728-CZFEI,mid,medium,56.15,931.9,15,One year,Mailed check,0
5748-RNCJT,loyal,high,106.5,7348.8,69,Two year,Bank transfer (automatic),1
3653-NCRDJ,loyal,low,19.2,776.25,43,One year,Mailed check,0
6121-TNHBO,loyal,high,83.0,5243.05,63,One year,Bank transfer (automatic),0
5119-NZPTV,new,high,70.1,141.65,2,Month-to-month,Electronic check,0
6519-ZHPXP,loyal,high,108.3,7679.65,72,Two year,Bank transfer (automatic),0
7739-LAXOG,mid,high,91.05,2954.5,32,Month-to-month,Bank transfer (automatic),1
3472-QPRCH,loyal,low,25.25,1006.9,40,Two year,Credit card (automatic),0
8224-UAXBZ,loyal,medium,45.35,2540.1,58,One year,Electronic check,0
9610-WCESF,loyal,medium,43.9,3097.2,67,Two year,Electronic check,0
9776-CLUJA,loyal,high,77.5,3807.35,51,Month-to-month,Electronic check,1
2486-WYVVE,mid,high,79.3,2484.0,31,One year,Mailed check,0
3865-ZYKAD,loyal,high,84.9,5785.65,69,Month-to-month,Credit card (automatic),0
1422-DGUBX,mid,high,79.25,2619.15,32,One year,Electronic check,0
2999-AANRQ,mid,high,71.05,1524.85,21,Two year,Credit card (automatic),0
8668-KNZTI,loyal,medium,53.75,2790.65,52,One year,Electronic check,0
0480-KYJVA,loyal,low,24.25,1784.5,72,Two year,Credit card (automatic),0
6034-ZRYCV,loyal,medium,54.2,3937.45,72,Two year,Electronic check,1
9746-YKGXB,loyal,medium,44.25,2276.1,52,One year,Bank transfer (automatic),0
3926-YZVVX,loyal,medium,50.05,2029.05,41,One year,Bank transfer (automatic),0
6000-UKLWI,loyal,low,20.15,802.35,41,Two year,Mailed check,0
2079-FBMZK,new,high,69.25,418.4,6,Month-to-month,Mailed check,1
6332-FBZRI,loyal,high,69.35,4653.25,67,One year,Credit card (automatic),0
2096-XOTMO,mid,low,19.35,275.9,16,Month-to-month,Mailed check,0
3266-FTKHB,mid,low,19.15,343.45,17,Two year,Mailed check,0
8221-EQDGL,mid,medium,61.0,2130.45,35,Month-to-month,Mailed check,0
2346-LOCWC,loyal,low,20.5,1191.4,58,Two year,Credit card (automatic),0
6608-QQLVK,new,medium,50.5,50.5,1,Month-to-month,Electronic check,1
0298-XACET,loyal,medium,50.2,2554.0,52,Two year,Mailed check,0
7560-QJAVJ,loyal,high,79.6,5589.45,70,Two year,Bank transfer (automatic),0
2995-YWTCD,mid,low,24.9,467.7,19,Two year,Bank transfer (automatic),0
3551-HUAZH,new,high,74.4,74.4,1,Month-to-month,Electronic check,1
9137-UIYPG,mid,high,106.9,3756.45,35,Month-to-month,Electronic check,0
2809-ZMYOQ,mid,high,101.35,3334.9,32,Month-to-month,Electronic check,0
5084-OOVCJ,mid,medium,55.35,920.5,17,Month-to-month,Credit card (automatic),0
0254-WWRKD,loyal,medium,50.55,3431.75,67,One year,Credit card (automatic),0
7727-SHVZV,new,low,19.5,150.35,9,Month-to-month,Bank transfer (automatic),0
6302-JGYRJ,mid,high,79.45,2587.7,31,One year,Mailed check,1
5339-PXDVH,new,high,90.65,367.95,4,Month-to-month,Electronic check,0
2205-LPVGL,loyal,high,89.85,5125.75,58,One year,Bank transfer (automatic),0
8782-NUUOL,loyal,high,79.0,4801.1,60,One year,Mailed check,0
3685-YLCMQ,loyal,high,104.65,6219.6,58,One year,Electronic check,1
7601-WFVZV,new,low,19.55,19.55,1,Month-to-month,Mailed check,0
4609-KNNWG,mid,low,19.9,550.1,27,Two year,Mailed check,0
4868-AADLV,loyal,high,116.25,7862.25,66,One year,Electronic check,0
9529-OFXHY,mid,high,87.75,1242.2,15,Month-to-month,Bank transfer (automatic),0
8634-MPHTR,loyal,high,100.05,4871.05,47,Month-to-month,Electronic check,1
2669-QVCRG,loyal,high,81.3,3190.65,41,Month-to-month,Credit card (automatic),0
2478-EEWWM,loyal,medium,44.3,2666.75,59,Month-to-month,Electronic check,0
9174-IHETN,loyal,high,70.35,3533.6,50,Two year,Credit card (automatic),0
2233-TXSIU,mid,medium,44.45,792.15,17,One year,Credit card (automatic),0
9644-UMGQA,new,medium,49.15,295.65,6,Month-to-month,Electronic check,0
3256-EZDBI,loyal,low,29.45,1459.35,51,Month-to-month,Credit card (automatic),0
8761-NSOBC,loyal,high,100.55,4398.15,44,Month-to-month,Electronic check,1
0419-YAAPX,loyal,high,85.3,4297.95,49,Month-to-month,Credit card (automatic),0
8413-VONUO,new,high,95.65,167.3,2,Month-to-month,Electronic check,1
0872-CASZJ,loyal,high,69.1,4096.9,59,One year,Mailed check,0
4726-DLWQN,loyal,high,70.35,3454.6,50,Month-to-month,Bank transfer (automatic),0
8164-OCKUJ,loyal,low,20.6,1286.0,59,Two year,Mailed check,0
3094-JOJAI,mid,high,74.15,1387.0,18,Month-to-month,Mailed check,0
9494-MRNYX,new,high,75.05,786.3,10,Month-to-month,Electronic check,0
2599-CZABP,mid,medium,44.6,641.25,14,One year,Electronic check,0
7945-PRBVF,mid,low,21.45,705.45,35,Two year,Bank transfer (automatic),0
4544-RXFMG,new,medium,43.45,345.5,8,One year,Mailed check,0
0859-YGKFW,mid,low,20.05,345.9,18,One year,Bank transfer (automatic),0
1150-FTQGN,loyal,high,94.15,5811.8,60,One year,Bank transfer (automatic),0
9223-UCPVT,new,high,94.4,94.4,1,Month-to-month,Electronic check,1
7196-LIWRH,new,low,19.55,124.45,6,Two year,Mailed check,0
5448-VWNAM,mid,high,75.9,1375.6,19,Month-to-month,Mailed check,0
1177-XZBJL,loyal,medium,64.15,3491.55,53,One year,Bank transfer (automatic),0
3518-FSTWG,loyal,high,109.55,7920.7,72,Two year,Bank transfer (automatic),0
9330-VOFSZ,loyal,high,110.8,6640.7,60,Two year,Credit card (automatic),0
4351-QLCSU,new,medium,55.0,55.0,1,Month-to-month,Credit card (automatic),1
0939-EREMR,mid,medium,53.45,718.1,13,Month-to-month,Mailed check,0
9389-ACWBI,new,high,69.95,320.4,5,Month-to-month,Credit card (automatic),0
5419-JPRRN,new,high,101.45,101.45,1,Month-to-month,Electronic check,1
3644-QXEHN,mid,high,97.0,1334.45,13,Month-to-month,Electronic check,0
2911-IJORQ,loyal,high,90.6,3358.65,37,One year,Bank transfer (automatic),0
